filename,mosquito_count
DSC_5338.JPG,31
DSC_5339.JPG,44
DSC_5340.JPG,36
DSC_5344.JPG,56
DSC_5345.JPG,49
DSC_5353.JPG,118
DSC_5354.JPG,313
DSC_5355.JPG,313
DSC_5356.JPG,308
DSC_5357.JPG,331
DSC_5358.JPG,326
DSC_5379.JPG,764
DSC_5380.JPG,775
DSC_5381.JPG,783
DSC_5382.JPG,808
DSC_5383.JPG,776
DSC_5411.JPG,2347
DSC_5412.JPG,3137
DSC_5413.JPG,3361
DSC_5414.JPG,3362
DSC_5415.JPG,3372
DSC_5416.JPG,3341
DSC_5417.JPG,3327
DSC_5448.JPG,4063
DSC_5449.JPG,4017
DSC_5450.JPG,4053
DSC_5451.JPG,4138
DSC_5452.JPG,4065
DSC_5453.JPG,4104
DSC_5454.JPG,4120
DSC_5520.JPG,19
DSC_5530.JPG,61
DSC_5531.JPG,60
DSC_5532.JPG,58
DSC_5533.JPG,66
DSC_5534.JPG,53
DSC_5554.JPG,120
DSC_5555.JPG,119
DSC_5556.JPG,115
DSC_5557.JPG,115
DSC_5558.JPG,128
DSC_5559.JPG,117
DSC_5576.JPG,312
DSC_5577.JPG,322
DSC_5578.JPG,322
DSC_5579.JPG,319
DSC_5580.JPG,347
DSC_5609.JPG,1219
DSC_5610.JPG,1259
DSC_5611.JPG,1237
DSC_5612.JPG,1275
DSC_5613.JPG,1275
DSC_5614.JPG,1242
DSC_5638.JPG,2111
DSC_5639.JPG,2126
DSC_5640.JPG,2106
DSC_5641.JPG,2091
DSC_5642.JPG,2084
