filename,mosquito_count
DSC_5348.JPG,184
DSC_5349.JPG,199
DSC_5363.JPG,1114
DSC_5364.JPG,1149
DSC_5365.JPG,1131
DSC_5366.JPG,1143
DSC_5367.JPG,1141
DSC_5368.JPG,1142
DSC_5389.JPG,1790
DSC_5390.JPG,1783
DSC_5391.JPG,1828
DSC_5392.JPG,1822
DSC_5393.JPG,1825
DSC_5394.JPG,1859
DSC_5426.JPG,1695
DSC_5427.JPG,1721
DSC_5428.JPG,1729
DSC_5429.JPG,1737
DSC_5430.JPG,1802
DSC_5431.JPG,1793
DSC_5461.JPG,1429
DSC_5462.JPG,1409
DSC_5463.JPG,1377
DSC_5464.JPG,1382
DSC_5465.JPG,1378
DSC_5545.JPG,82
DSC_5546.JPG,83
DSC_5547.JPG,79
DSC_5548.JPG,77
DSC_5569.JPG,217
DSC_5570.JPG,209
DSC_5571.JPG,212
DSC_5594.JPG,669
DSC_5595.JPG,686
DSC_5596.JPG,683
DSC_5597.JPG,678
DSC_5598.JPG,664
DSC_5599.JPG,672
DSC_5600.JPG,654
DSC_5601.JPG,674
DSC_5627.JPG,1399
DSC_5628.JPG,1420
DSC_5629.JPG,1409
DSC_5630.JPG,1403
DSC_5631.JPG,1408
DSC_5653.JPG,1770
DSC_5654.JPG,1758
DSC_5655.JPG,1755
