filename,mosquito_count
DSC_5359.JPG,2365
DSC_5360.JPG,2387
DSC_5361.JPG,2430
DSC_5362.JPG,2405
DSC_5384.JPG,3622
DSC_5385.JPG,3686
DSC_5386.JPG,3718
DSC_5387.JPG,3715
DSC_5388.JPG,3764
DSC_5418.JPG,4347
DSC_5419.JPG,4290
DSC_5420.JPG,4322
DSC_5421.JPG,4379
DSC_5422.JPG,4357
DSC_5423.JPG,4379
DSC_5424.JPG,4378
DSC_5425.JPG,4409
DSC_5455.JPG,3832
DSC_5456.JPG,3917
DSC_5457.JPG,3761
DSC_5458.JPG,3907
DSC_5459.JPG,3917
DSC_5460.JPG,3965
DSC_5478_rossz.JPG,507
DSC_5479_rossz.JPG,96
DSC_5480_rossz.JPG,476
DSC_5481_rossz.JPG,86
DSC_5483.JPG,3782
DSC_5484.JPG,3759
DSC_5507.JPG,19
DSC_5508.JPG,21
DSC_5509.JPG,15
DSC_5510.JPG,17
DSC_5511.JPG,24
DSC_5512.JPG,24
DSC_5513.JPG,19
DSC_5514.JPG,23
DSC_5515.JPG,33
DSC_5516.JPG,31
DSC_5517.JPG,28
DSC_5518.JPG,29
DSC_5519.JPG,27
DSC_5539.JPG,80
DSC_5540.JPG,82
DSC_5541.JPG,90
DSC_5542.JPG,71
DSC_5543.JPG,68
DSC_5564.JPG,240
DSC_5565.JPG,262
DSC_5566.JPG,269
DSC_5567.JPG,262
DSC_5568.JPG,256
DSC_5588.JPG,949
DSC_5589.JPG,955
DSC_5590.JPG,948
DSC_5591.JPG,963
DSC_5592.JPG,969
DSC_5593.JPG,928
DSC_5621.JPG,2707
DSC_5622.JPG,2721
DSC_5623.JPG,2648
DSC_5624.JPG,2712
DSC_5625.JPG,2681
DSC_5626.JPG,2632
DSC_5648.JPG,3427
DSC_5649.JPG,3497
DSC_5650.JPG,3474
DSC_5651.JPG,3455
DSC_5652.JPG,3439
